headline,link,news
GM’s Cruise says it's reached the robotaxi industry's first union agreements,https://www.reuters.com/business/autos-transportation/gms-cruise-says-its-reached-robotaxi-industrys-first-union-agreements-2023-08-03/,"Aug 3 (Reuters) - Cruise, General Motors' (GM.N) robotaxi unit, said on Thursday it had signed the driverless car industry's first labor union agreements, a significant milestone as unions and robotaxi firms have historically been at odds. The company is partnering with two local San Francisco union chapters that represent electrical workers and janitors, the International Brotherhood of Electrical Workers Local 6 and Service Employees International Union Local 87. Reuters could not definitively determine if these are the driverless car industry’s first union agreements. The agreement will employ “dozens” of workers who will construct and staff Cruise’s car-charging facilities, the company said. ""Cruise is creating new job opportunities for our members and providing valuable on-site experience for our apprentices,” said John Doherty, IBEW Local 6's business manager. In the past, unions have eyed technology warily as increased automation has allowed companies to reduce worker counts. In the auto sector, the United Auto Workers union has voiced concern about potential job losses resulting from the shift to electric vehicles and it has made job security a top priority in the ongoing labor negotiations with the Detroit Three automakers, including GM. Cruise, which offers limited service in San Francisco with a fleet of Chevrolet Bolts fitted with driverless technology, has accumulated over 3 million driverless miles, the company said. Its rival, Alphabet Inc's <GOOGL.O> self-driving technology unit Waymo, also offers limited service in San Francisco. Both Cruise and Waymo are trying to expand their services to paying customers throughout San Francisco, but are facing backlash from city officials, who cite a rising number of robotaxi incidents. California’s Public Utilities Commission, which has jurisdiction over robotaxi regulation, has called into question the city’s data analysis and scheduled a vote for Aug. 10 to approve its own draft proposal to allow the robotaxis to continue widespread testing on city streets. Last month, U.S. regulators said they will soon decide on a February 2022 petition filed by Cruise seeking permission to deploy up to 2,500 self-driving vehicles annually without human controls such as a steering wheel, a top auto safety official said on Wednesday."
GM JV battery firm rejects including Ohio workers under national agreement,https://www.reuters.com/business/autos-transportation/gm-jv-battery-firm-rejects-including-ohio-workers-under-national-agreement-2023-08-02/,"Aug 2 (Reuters) - A General Motors (GM.N) LG Energy Solution (373220.KS) battery joint venture on Wednesday said it does not see any path for workers at its Ohio plant to be covered under a national labor agreement, rejecting a push by Democratic U.S. senators. Ultium Cells LLC said on Wednesday it ""does not see a viable legal or practical path to place Ultium Cells-Ohio into the General Motors National Agreement."" The United Auto Workers (UAW) union declined immediate comment. Last week, a group of 28 senators including Senate Majority Leader Chuck Schumer urged GM, Chrysler-parent Stellantis (STLAM.MI) and Ford Motor (F.N) to recognize joint venture battery workers under national labor agreements before the current contracts expire on Sept. 14. If battery workers were covered under the national agreement, they would likely be eligible for better pay and benefits. Senators and the union have heavily criticized Ultium for paying low wages at the Ohio plant and noted some make just half as much as workers did at a nearby shuttered GM assembly plant. The senators including Ohio Democrat Sherrod Brown wrote last week it is a ""national disgrace that the starting wage at any current American joint venture electric vehicle battery facility is $16 an hour,"" arguing it represents ""poverty-level wages"" amid ""extreme financial gains for the companies, executives, and investors."" Ultium said on Wednesday it ""has provided a proposal for a fully comprehensive collective bargaining agreement, including substantial wages and benefits."" In December, workers at the Ultium Cells Ohio plant overwhelmingly voted to join the UAW. Ultium said ""during our 6-month collective bargaining process, the UAW has not provided any wage proposals or counter proposals."" Stellantis North American Chief Operating Officer Mark Stewart told employees this week in a letter seen by Reuters the transition to electric vehicles ""will require us to work collaboratively to find ways to offset the 40% increase in the cost of battery-powered vehicles."" UAW President Shawn Fain said Tuesday the union was seeking double-digit pay rises, a shorter work week, defined-benefit pensions and other contract improvements. Fain singled out GM CEO Mary Barra, who received $29 million in compensation in 2022, and said it would take an entry level worker at Ultium Ohio 16 years to earn as much as she made in a week."
UAW seeks double-digit pay hikes in Detroit Three auto contract talks,https://www.reuters.com/business/autos-transportation/uaw-seeks-double-digit-pay-hikes-detroit-three-contract-talks-2023-08-01/,"Aug 1 (Reuters) - United Auto Workers (UAW) President Shawn Fain said on Tuesday the union was seeking ambitious benefit increases in contract talks with the Detroit Three automakers, including double-digit pay rises and defined-benefit pensions for all workers. The UAW presented its economic demands to Chrysler-parent Stellantis (STLAM.MI) on Tuesday and will make presentations to General Motors (GM) (GM.N) Wednesday and Ford (F.N) Thursday ahead of the Sept. 14 expiration of the current four-year contracts, Fain said. They include proposing to make all temporary workers at the U.S. automakers permanent, placing new strict limits on the use of temporary workers and increasing paid time off. Fain also wants increases in pension benefits for current retirees and to ensure all workers get defined-benefit pensions. The union leader, in Facebook Live remarks, called the demands ""the most audacious and ambitious list of proposals they've seen in decades."" Fain said the CEOs of the Detroit Three saw their pay rise by 40% on average over the last four years. He singled out GM CEO Mary Barra, who received $29 million of compensation in 2022, and said it would take an entry level worker at a GM joint venture battery plant 16 years to earn as much as she made in a week. Fain listed numerous demands, including restoring retiree health care benefits and cost of living adjustments. He also said the UAW was proposing to have the right to strike over plant closures and to eliminate the two-tier wage system under which new hires earn 25% or more less than veteran employees. He noted the Teamsters recently won an end to two-tiered wages in a new contract with UPS (UPS.N). ""It's wrong to make any worker a second class-worker. We can't allow it any longer,"" Fain said of the demand for the same at the Detroit Three. Stellantis said it had a ""very productive meeting"" with Fain and the bargaining committee and would review the union requests to understand how they aligned with company proposals and where common ground could be found. ""We are not seeking a concessionary agreement,"" Stellantis said. GM said it would review the demands once they were received from the UAW on Wednesday. Ford said it looked ""forward to working with the UAW on creative solutions during this time when our dramatically changing industry needs a skilled and competitive workforce more than ever."" Fain also said the Detroit Three need to pay better wages for workers at battery joint venture plants and praised Democratic senators last week for urging the companies to include those workers under the master agreements."
Pirelli gets new board after battle over Chinese influence,https://www.reuters.com/business/autos-transportation/pirelli-gets-new-board-after-battle-over-chinese-influence-2023-07-31/,"MILAN, July 31 (Reuters) - Pirelli (PIRC.MI) investors on Monday approved a new board for the tyremaker, giving it a new three-year governance set-up after the Italian government last month took steps to curb the influence of the company's leading Chinese investor. Andrea Casaluci, previously General Manager Operations, has been promoted to CEO, Pirelli said in a statement. He succeeds Marco Tronchetti Provera, the Italian businessman who has been in charge since 1992. The 75-year-old Tronchetti Provera, whose Camfin vehicle is Pirelli's second largest shareholder, retains a strong voice in the new 15-strong board in the role of executive vice chairman. Pirelli's new chairman is Jiao Jian, the chief executive of leading shareholder Sinochem (600500.SS), the state-owned Chinese group. The Italian government used ""golden power"" legislation that protects key national assets to impose prescriptions on the proposed renewal of a governance pact between Sinochem and Camfin. The intervention strengthened the influence of Camfin even though it has a smaller stake than Sinochem in the company, the tyre supplier for Formula One motor racing. Camfin holds a 14.1% stake while Sinochem has 37%. As part of the measures, Camfin retained the power to designate Pirelli's CEO and set strategies, with limited power for Sinochem to influence the group's management. Twelve members of the new board were appointed from a majority slate presented by Sinochem, which included, based on the amended governance agreements, four Camfin-indicated members, including Casaluci and Tronchetti Provera. Pirelli's investors - which also include China's state-owned Silk Road Fund, with a 9% stake, and Italian brakes maker Brembo (BRBI.MI) with around 6% - approved the new board, with around 84% of the shareholding represented at the meeting voting in favour. Holders of more than 84% of Pirelli's voting capital participated at the meeting, the company said."
"Szafnauer to exit misfiring Alpine, Fry joins Williams",https://www.reuters.com/sports/motor-sports/szafnauer-leave-alpine-fry-moves-williams-2023-07-28/,"SPA-FRANCORCHAMPS, Belgium, July 28 (Reuters) - Otmar Szafnauer will leave Renault-owned Alpine after Sunday's Belgian Grand Prix with Bruno Famin appointed interim principal on another day of upheaval that exposed rifts within the misfiring Formula One team. Alpine said the team's sporting director Alan Permane, who has been at the Enstone factory for 34 years, was leaving by mutual agreement while chief technical officer Pat Fry was joining Williams in the same role. Alpine Academy director Julian Rouse was named as Permane's interim replacement while Matt Harman leads the technical team at Enstone. ""Otmar will continue his duties as normal for this weekend’s race in Belgium, before leaving the team ahead of the summer break,"" Alpine said in a statement. Szafnauer, a paddock veteran who joined from Aston Martin in January last year, told reporters the decision was mutual and stemmed from disagreement over how quickly the team could become regular winners. ""The thing that really changed is I had a timeline in mind for changing the team, making it better,"" he said. ""I think some of the senior management at Renault had a shorter timeline in mind. ""If you can't reconcile that -- I think one thing, they think another -- it's best to part ways."" Famin said the changes were made ""in order to go faster in reaching the level of performance we are aiming for. ""Mutually we agreed to split our ways, and that’s it."" Szafnauer faced an early setback last year when Australian reserve Oscar Piastri refused the offer of a seat and joined McLaren for 2023 after double world champion Fernando Alonso announced a surprise move to Aston Martin. Laurent Rossi, the man who appointed Szafnauer, was replaced as chief executive of the Alpine brand on July 20 and reassigned to 'special projects' within the Renault group. Rossi warned in May he would make changes if performances did not improve, and said the buck stopped with Szafnauer. Famin was handed overall responsibility for all of Alpine's motorsport activities, including Formula One and world endurance, two weeks ago and Szafnauer reported to him. ""The reshuffle of the team is a decision of the top management, of course,"" said Famin. ""It's not something which has been decided from one day to another."" ""What is happening is the second stage of the Alpine rocket...it's not going backwards, it’s moving forwards."" Alpine, who want to be regular winners by 2026, were fourth overall last season and are now sixth. They have failed to score in their last two races. Williams said Fry, who has had senior roles at both McLaren and Ferrari, will start work on Nov. 1. ""His knowledge and experience will further strengthen the team's technical capabilities and pursuit of excellence as we build the next chapter of Williams,"" said principal James Vowles. ""Pat has been a core part of winning teams throughout his career, he is one of the most respected experts in our industry and I’m excited to begin work with him when he joins in November."""
"Exclusive: BYD tells India partner it wants to drop $1 billion EV investment plan, sources say",https://www.reuters.com/business/autos-transportation/byd-tells-india-partner-it-wants-drop-1-bln-ev-investment-plan-sources-2023-07-28/,"NEW DELHI, July 28 (Reuters) - China's BYD (002594.SZ) has told its India joint-venture partner it would shelve plans for a new $1-billion investment to build electric cars after its investment proposal faced scrutiny from New Delhi, two people with knowledge of the discussions said. BYD and its partner, privately held Megha Engineering and Infrastructures submitted a proposal to the Indian government in April to jointly build electric cars in India, Reuters reported earlier this month. But in the initial review, officials from three Indian ministries, including finance and external affairs, raised what two Indian officials described as security concerns about investment from the Chinese company and signalled opposition. BYD executives told Megha Engineering last week that the battery and EV maker wanted to drop pursuit of the investment, according to the two people with knowledge of that exchange. It was not immediately clear whether BYD could have second-thoughts, and as of Thursday BYD had not formally withdrawn the investment proposal from government review, the two officials with knowledge of the review said. BYD, China's largest EV maker, declined to comment on the status of its investment proposal and whether it would pull the plan to produce electric cars in India. In a statement to Reuters, the company said it has had a presence in India for 16 years, selling both passenger cars and electric-drive buses. India's finance, external affairs and home ministry did not reply to an email seeking comment. Megha Engineering did not respond to request to comment. During a meeting last week, Hyderabad-based Megha Engineering urged BYD to wait for more clarity on the situation before moving to drop the electric cars manufacturing plan, according to the two people with knowledge of the discussion. BYD had understood its investment proposal would be politically charged because of the scrutiny of Chinese investment in India and had attempted to head off concerns, the two people with knowledge of its planning said. For instance, the proposal said voice-activated commands for apps would be available in Indian languages in BYD electric cars built in India and that all data from the vehicles would be housed in India, one of the people said. BYD had proposed starting production in India by 2025, the people familiar with the plan said. India began subjecting investment from China to closer scrutiny in 2020 amid a series of border clashes between the two countries. China's Great Wall Motor shelved its plans to invest $1 billion after failing to get clearances from the Indian government. A final decision on whether to approve BYD's investment proposal would be taken by Indian ministries of trade and heavy industries. BYD, the world's largest producer of EVs and plug-in hybrid vehicles, entered the Indian market in 2007 producing batteries and components for mobile phone makers. In 2013 it started building electric buses in India with Megha Engineering, under a joint venture company called Olectra Greentech (OLEC.NS). BYD, which has already invested over $200 million in India, markets the Atto 3 electric SUV and the e6 EV to corporate fleets and plans to launch sales of its Seal electric sedan later this year. BYD has sold about 1,950 cars in India since starting sales in 2022, according to government registration data. India's EV market is small but growing with domestic automaker Tata Motors (TAMO.NS) dominating sales. Electric models made up less than 2% of total car sales in 2022 but the government wants to grow this to 30% by 2030."
Lordstown Motors stalls on the road to a quick bankruptcy sale,https://www.reuters.com/business/autos-transportation/lordstown-motors-stalls-road-quick-bankruptcy-sale-2023-07-27/,"NEW YORK, July 27 (Reuters) - Bankrupt Lordstown Motors (RIDEQ.PK) must face trial over a rival carmaker's claim that Lordstown vehicles include stolen technology, a U.S. judge ruled Thursday, dealing a blow to the company's hopes for a quick bankruptcy sale. The automaker, named after the Ohio town where it is based, filed for bankruptcy in June and had asked U.S. Bankruptcy Judge Mary Walrath in Wilmington, Delaware, to approve bidding procedures that would allow the company to sell its assets by September. Walrath instead said a sale should not be expedited while a California court is weighing a lawsuit by a rival carmaker that raises questions about some of the assets Lordstown seeks to sell. California-based Karma Automotive sued Lordstown in 2020 for allegedly poaching its employees and stealing technology used in vehicle infotainment systems. That case had been scheduled for trial in September before being placed on hold by Lordstown's bankruptcy. ""The critical issue in this case is whether the debtors own the property that they want to sell,"" Walrath said at a court hearing. ""The California court ... should decide those issues."" Karma said it was pleased with the ruling allowing it to proceed to trial. The company has ""overwhelming evidence"" that Lordstown's Endurance electric pickup truck was developed using Karma's proprietary technology, a Karma spokesperson said. Lordstown did not respond to a request for comment. Walrath said Lordstown was not at risk of running out of cash before a sale or a California verdict, because it entered bankruptcy with over $130 million in cash and it owed only about $20 million to its top creditors. The September deadline ""appears to be designed solely to get this done before a Karma decision can be made in the California litigation,"" Walrath said. Walrath allowed Karma to proceed to trial on its claims against Lordstown, overruling bankruptcy protections that typically pause lawsuits against bankrupt companies. Because the lawsuit has been proceeding for three years, the California court is in a better position to rule on ""exactly what Karma may or may not own,"" she said. The judge said she intends to revisit Lordstown's proposed sale process in early August, taking a short delay to see whether it receives any initial bids by a July 31 deadline. In addition to the Karma dispute, Lordstown is also engaged in litigation against several other parties, including its former partner Foxconn and several investor groups."
"Stellantis tops forecasts, looks to cost cuts to keep margins strong",https://www.reuters.com/business/autos-transportation/stellantis-operating-profit-rises-11-h1-topping-forecasts-2023-07-26/,"MILAN, July 26 (Reuters) - Revenue and operating profit grew at Stellantis (STLAM.MI) in the first half to beat estimates, with CEO Carlos Tavares saying the automaker would have to accelerate cost cutting to keep profitability strong in a more challenging pricing environment. The world's third largest automaker by sales said on Wednesday its January-June adjusted earnings before interest and tax (EBIT) rose 11% to 14.1 billion euros ($15.6 billion), topping the 12.1 billion expected by analysts in a Reuters poll. New CFO Natalie Knight, who took the job this month, said pricing power was still the main driver for the results of the group whose brands include Fiat, Peugeot, Alfa Romeo, Ram and Jeep. ""We did a variety of price increases and the group has been outstanding at holding on to those, and also looking at where additional pricing was appropriate in the first half,"" she said. Milan-listed shares in Stellantis were up 2.5% by mid-morning, outpacing a 0.4% rise in Italy's blue-chip index (.FTMIB). Equita's analyst Martino De Ambroggi said that strong first half results, including for cash generation, would support an improvement of his forecasts for the group's full-year results, despite an expected pricing power reduction. U.S. electric car maker Tesla (TSLA.O) kicked off a round of price cuts in China in January, putting pressure across the board on automakers and suppliers to contain costs. Stellantis' margin on adjusted EBIT slipped to 14.4% from 14.5% a year earlier, when pricing power had been supported by a significant inflationary environment, Chief Executive Carlos Tavares said. ""If the market is more competitive in terms of pricing, we need to work harder on cost reduction to make sure that we give back to the market the breathing space it needs while protecting our per unit margins,"" he said. He argued that the Stellantis margin performance was still better than those of Tesla (TSLA.O) and GM (GM.N), which he said posted margins of 10.5% and 8.3% respectively. Its first-half EBIT margin fell 60 basis points to 17.5% in North America, the group's most profitable region. Stellantis, which shipped more vehicles in the first half also thanks to fewer logistic issues in Europe, confirmed its target for a double-digit margin for the full year. ($1 = 0.9038 euros)"
GM shares fall as automaker outlines new cost-cutting drive,https://www.reuters.com/business/autos-transportation/gm-puts-profit-ahead-growth-veering-away-tesla-2023-07-25/,"DETROIT, July 25 (Reuters) - General Motors (GM.N) is wrestling with costs and struggling to build more electric vehicles, as it reported Tuesday that adjusted pre-tax profit and margins in its key North American market fell from the first quarter, despite a jump in revenue and per-vehicle transaction prices. Shares were down 4.4% at $37.58 in mid-day trading. The automaker said it plans to invest less in new products and cut operating costs by an additional $1 billion through the end of next year, and lifted its full-year profit guidance. Chief Executive Mary Barra, in a call with analysts, said GM has reversed plans to kill its least expensive EV, the aging Chevrolet Bolt, at the end of this year. Instead, the company now expects to introduce an updated Bolt with a newer Ultium battery pack, but did not disclose details about cost, timing or plant location. ""A new Bolt should cost the same or less to produce than the outgoing model"" if it shifts to a dedicated EV platform and next-generation batteries, said Sam Fiorani, head of global forecasting at AutoForecast Solutions. Barra said battery production at the Ultium joint venture plant in Lordstown, Ohio, has been hampered because ""our automation equipment supplier is struggling with delivery issues."" The situation should be resolved by year-end, Barra said. GM in the meantime is building battery modules by hand on manual assembly lines, she said. GM said adjusted pre-tax profit and margins in its key North American market fell from the first quarter, despite a jump in revenue and per-vehicle transaction prices. Second-quarter results included a $792 million charge related to new agreements with EV supplier partners LG Electronics and LG Energy Solution. On a year-to-year basis, GM said net income for the second quarter rose by nearly 52% to $2.6 billion, as revenue grew 25% from the same period in 2022 when production was hobbled by semiconductor shortages. GM said it now expects full-year net income of $9.3 billion to $10.7 billion, up from a previous forecast of $8.4 billion to $9.9 billion. On a per-share basis, GM is forecasting net income of $7.15 to $8.15 for the year, up from a range of $6.35 to $7.35. The new outlook does not factor in the potential costs of a strike by the United Auto Workers union should it fail to reach a new contract with GM by the Sept. 14 deadline. The UAW focused on GM's robust revenues and profits, mostly earned from union-made trucks, and a statement that called on GM to offer more in contract negotiations now under way. ""Auto workers and our communities have yet to be made whole for the sacrifices we’ve made since the Great Recession,"" UAW President Shawn Fain said. GM's more bullish outlook comes after six months of stronger demand and richer pricing than expected earlier this year, Chief Financial Officer Paul Jacobson said during a media conference call. But the decision to cut new product investment and operating costs comes as the automaker's profit margins are under pressure. GM's pre-tax profit margin for the first six months of the year fell to 8.3% of revenue, down from 8.9% a year ago. GM now plans to spend $11 billion to $12 billion on capital investments this year, down from an earlier plan to spend $11 billion to $13 billion. ""There's a lot of focus on winning with simplicity,"" Jacobson said. Barra said GM can cut capital spending by simplifying its product line, reducing the number of different combinations of colors and features offered. GM's goal is to cut the number of feature and color trim combinations by half, Barra said. In contrast to Tesla (TSLA.O) CEO Elon Musk's strategy of cutting prices to accelerate demand, GM pushed average transaction prices in North America up by $1,600 to about $52,000 in the latest quarter, Jacobson said. ""We're focused on profitability. Our recent results demonstrate that we're not sacrificing margin for volume,"" he said. Barra, in a letter to shareholders, said the automaker is aiming to build ""roughly 100,000 EVs in the second half of this year and we’ll grow from there."" In the first half, GM built about 50,000 EVs, most of them the older Bolt model, which is priced from $27,495. GM's earnings statement reiterated a previous target of building 400,000 EVs from 2022 through the first half of 2024, and projected EV revenue of $50 billion in 2025, with pre-tax profit in the low to mid single digits. A Reuters analysis in May noted that a slow ramp-up of GM battery plants in Ohio, Tennessee and Michigan could limit the automaker's annual EV production to less than 600,000 at mid-decade, even as GM aims to increase capacity to 1 million by 2025. In a note to investors, CFRA analyst Garrett Nelson said he remains ""cautious due to the near-term earnings drag from GM's EV transition and its ability to execute an aggressive production ramp, as well as ultimate demand for its EV models."""
Goodyear Tire to expand board in settlement with Elliott,https://www.reuters.com/business/autos-transportation/goodyear-tire-add-three-directors-settle-with-elliott-2023-07-25/,"July 25 (Reuters) - Goodyear Tire & Rubber Co (GT.O) said it would add three directors in agreement with Elliott Investment Management, months after the activist investor disclosed a stake and called for changes to strengthen the company's financial position. Elliott's investment announced in May made it one of Goodyear's biggest investors. The firm urged the company to refresh the board, sell its stores and conduct an operational review. On Tuesday, Goodyear said it would establish a strategic and operational review committee. The committee will be chaired by CEO Richard Kramer and will include two of the three new directors. The activist firm had proposed five new directors join the company's board. Elliott, which has a history of taking board seats at companies including Twitter and eBay, had previously criticized the tyre-manufacturer for mismanagement and lagging behind its rivals, Michelin and Bridgestone. ""We have been encouraged by Goodyear's openness to taking actions necessary to realize its full potential,"" Elliott executives said in a statement on Tuesday. Tyre-makers have come under pressure over the past few years from cheaper Chinese rivals and face scrutiny from regulators on concerns of tyre pollution. In its most recent quarter, Goodyear posted an adjusted quarterly loss of 29 cents per share, compared with analysts' average estimate of 30 cents. The Akron, Ohio-based company said it would nominate up to 12 directors for election at its annual meeting in 2024, including the three new directors. Evercore, Lazard and Goldman Sachs are financial advisers to Goodyear, while Paul Weiss the legal counsel. Goodyear's shares were largely flat in early trading after rising about 3% before the bell."
US appeals court to reconsider decision on Elon Musk tweet about unions,https://www.reuters.com/legal/appeals-court-reconsider-ruling-elon-musk-tweet-about-unions-2023-07-21/,"July 21 (Reuters) - A federal appeals court on Friday said it will reconsider its recent decision that Tesla (TSLA.O) Chief Executive Elon Musk violated federal labor law by tweeting that employees would lose stock options if they joined a union. The 5th U.S. Circuit Court of Appeals in New Orleans granted Tesla's request to revisit the case ""en banc,"" meaning that its 16 active judges will take part. A three-judge panel of the same court had in March upheld a National Labor Relations Board ruling that Musk's May 20, 2018 tweet was an unlawful threat that could discourage unionization at his electric car company, and must be deleted. Musk issued the tweet as the United Auto Workers sought to organize employees at Tesla's plant in Fremont, California. ""Nothing stopping Tesla team at our car plant from voting union. Could do so tmrw if they wanted,"" he wrote. ""But why pay union dues & give up stock options for nothing?"" The appeals court panel found ""substantial evidence"" that the tweet was ""an implied threat to end stock options as retaliation for unionization."" In seeking reconsideration, Tesla cited free speech concerns, and said the NLRB ignored that no employees claimed that Musk was threatening them, that Musk did not intend to threaten anyone, and that Musk later clarified his tweet was not a threat. The NLRB did not immediately respond to requests for comment. Tesla and its lawyers did not immediately respond to similar requests. A decision is unlikely before 2024. Twelve of the appeals court's 16 active judges were appointed by Republican presidents. Musk's use of Twitter has caused him trouble before, including when he tweeted in August 2018 about having ""funding secured"" to take Tesla private. Musk did not, and he and Tesla each paid $20 million civil fines to settle a subsequent U.S. Securities and Exchange Commission lawsuit. Musk's $236.4 billion fortune makes him the world's second-richest person, according to Forbes magazine. He bought Twitter in October for $44 billion."
Dead EV batteries turn to gold with US incentives,https://www.reuters.com/business/autos-transportation/dead-ev-batteries-turn-gold-with-us-incentives-2023-07-21/,"POOLE, England, July 21 (Reuters) - A little-publicized clause in the U.S. Inflation Reduction Act has companies scrambling to recycle electric vehicle batteries in North America, putting the region at the forefront of a global race to undermine China's dominance of the field. The IRA includes a clause that automatically qualifies EV battery materials recycled in the U.S. as American-made for subsidies, regardless of their origin. That is important because it qualifies automakers using U.S.-recycled battery materials for EV production incentives. Reuters interviewed more than a dozen industry officials and experts who say that is kicking off a U.S. factory building boom, encouraging automakers to research more recyclable batteries, and could eventually make it harder for buyers in developing countries to buy old used EVs. China handles virtually all EV battery recycling in a global market projected to grow from $11 billion in 2022 to $18 billion by 2028, according to research firm EMR. As more EVs are introduced and age out of the vehicle fleet, that business will grow. The minerals in those batteries - primarily lithium, cobalt and nickel - are worth on average between 1,000 euros ($1,123) to 2,000 euros per car, BMW (BMWG.DE) sustainability chief Thomas Becker told Reuters. Those materials could be in short supply within a few years as automakers boost EV production, but ""can be recycled infinity times and not lose their power,"" said Louie Diaz, vice president at Canadian battery recycling firm Li-Cycle (LICY.N), which received a $375 million U.S government loan for a New York plant slated to open later this year. That funding helped bring forward the investment decision for the plant, Diaz said. JB Straubel, CEO of Redwood Materials, which was awarded a $2 billion U.S. government loan in February to build out a battery material recycling and remanufacturing complex in Nevada, said the IRA treats recycled battery materials as locally ""urban mined,"" or materials recovered from scrap rather than obtained from mining. That has encouraged U.S. companies to move faster on recycling efforts than their counterparts in the European Union, which has focused instead on mandates, including minimum amounts of recycled materials in future EV batteries. Recycling firms Ascend Elements, Li-Cycle and others are planning European plants in the next few years, but access to funding and the made-in-America incentive means several U.S. plants are already being built. ""What it (the IRA) does is change the demand equation for battery materials,"" said Mike O'Kronley, CEO of Ascend Elements, which already has one recycling plant open in Georgia and has received nearly $500 million in Energy Department grants under the infrastructure law for a plant in Kentucky slated to open in late 2023. ""We need to keep those valuable materials... so we can put them right back into EVs."" The race is on to build ""closed-loop supply chains"" where recycled minerals are put into locally produced new batteries, said Christian Marston, chief technology officer at Altilium Metals, which is building a plant in Bulgaria and plans one in the UK by 2026. ""Everybody wants to control their own supply chain and nobody wants to be reliant on the Chinese,"" he said. However, China still leads the race, announcing tougher standards and increased research support for recyclers last month. After passage last year of the U.S. Inflation Reduction Act, Chinese officials described the legislation as ""anti-globalization"" and accused the U.S. of ""unilateral bullying."" Globally, there are at least 80 companies involved in EV recycling, with more than 50 startups attracting at least $2.7 billion, virtally all in the last six years, from corporate investors including automakers, battery makers and mining giants like Glencore (GLEN.L), according to PitchBook.com data. The volume of EV batteries available for recycling should grow over tenfold by 2030, said consultant Circular Energy Storage. Around 11.3 Gigawatt hours (GWh) of batteries reached end of life in 2022, and that should rise to 138 GWh by 2030 - equivalent to roughly 1.5 million EVs - CES said. Electric vehicle batteries can last for 10 years or more. Some industry officials anticipate rapid growth means 40% of battery materials used in new EVs could come from recycled stocks by 2040. There is little existing U.S. recycling capacity today, and virtually none in Europe. At a facility in Poole in southern England, car breaker Charles Trent Ltd has built two lines where workers deconstruct wrecked or old vehicles to recycle everything. It has built special containers for EV batteries, which are sold for research or used by retrofitters electrifying fossil-fuel cars, partly because there is nowhere to recycle them. In Europe, EV batteries are currently shredded into ""black mass"" that is shipped to China for recycling. The race is on to squeeze the best price out of that black mass. ""The one who gets the highest yield at the lowest cost ... will win this game,"" said Bruno Thompson, CEO of Cambridge, England-based startup The Battery Recycling Company, which plans its first plant in 2024. Dallas, Texas-based Ecobat, which shreds batteries in Europe and the U.S. for recycling elsewhere, has improved its recovery process so around 70% of battery-cell lithium is available for recycling, said chief commercial officer Thea Soule. Eventually, Soule said, yields should reach levels close to 90% to 100%. Getting better yields matters because the EU will mandate minimum amounts of recycled lithium, cobalt and nickel in EV batteries within eight years. The EU will also impose tough conditions on recycling outside Europe. Those conditions will effectively keep recycling local, said Kurt Vandeputte, senior vice president at Belgian materials firm Umicore (UMI.BR). There are also industry concerns about finding old EVs for recycling. Today, anywhere up to 30% of Europe's old fossil-fuel cars disappear overseas - to new owners in developing countries or for scrap. Some automakers are trying to figure out how to keep tabs on those EVs. Nissan (7201.T) has turned to leasing EVs in Japan to maintain control of batteries, while Chinese EV maker Nio (9866.HK) leases batteries to customers to retain ownership. Keeping those minerals in Europe would cut off a cheaper source of transportation for developing countries. BMW's sustainability chief Becker said the value of battery materials will hopefully make recycling more attractive than selling vehicles abroad, but Europe must focus on ensuring those EV batteries do not slip away. ""We've got to make sure we lose nothing,"" Becker said. ($1 = 0.8902 euros)"
